applicant_id,age,income,credit_history_months,num_credit_accounts,debt_ratio,num_late_payments,status,target,true_good
3033,74,33087.05,100,2,0.184,1,approved,0.0,0
3034,33,44188.54,139,4,0.361,2,approved,1.0,1
3035,69,79437.34,219,2,0.165,0,approved,1.0,1
3036,73,137252.4,39,3,0.102,4,approved,0.0,0
3037,31,32371.22,216,2,0.233,1,approved,0.0,0
3038,39,18332.23,2,9,0.206,0,approved,0.0,0
3039,72,36752.45,209,1,0.164,2,approved,1.0,1
3040,38,23969.29,191,2,0.085,2,approved,1.0,1
3041,40,36137.08,160,1,0.133,0,approved,1.0,1
3042,38,53619.23,186,2,0.218,2,approved,1.0,1
3043,31,38702.81,104,1,0.179,1,approved,0.0,0
3044,27,40799.28,67,6,0.266,3,rejected,,0
3045,67,34791.42,107,3,0.304,0,approved,1.0,1
3046,46,22795.39,150,0,0.455,3,approved,0.0,0
3047,70,20988.33,83,3,0.025,0,approved,1.0,1
3048,26,19596.19,147,1,0.452,1,rejected,,1
3049,70,49658.41,228,3,0.289,1,approved,1.0,1
3050,32,30228.13,76,1,0.302,2,approved,0.0,0
3051,56,48608.58,115,5,0.461,0,approved,0.0,0
3052,60,27946.55,191,1,0.521,1,approved,1.0,1
3053,32,30818.33,182,6,0.292,2,approved,1.0,1
3054,26,42386.29,26,3,0.179,0,approved,0.0,0
3055,22,34986.36,110,4,0.315,0,approved,1.0,1
3056,20,20881.68,31,4,0.719,2,rejected,,0
3057,55,21898.36,173,2,0.114,0,approved,1.0,1
3058,69,40824.97,170,2,0.072,2,approved,1.0,1
3059,53,12634.67,232,4,0.149,1,approved,1.0,1
3060,27,53438.45,219,1,0.417,2,approved,1.0,1
3061,40,41947.12,49,6,0.425,0,approved,0.0,0
3062,24,36886.65,196,3,0.392,2,approved,1.0,1
3063,61,55301.34,4,1,0.323,1,rejected,,1
3064,50,33569.16,65,1,0.226,1,approved,1.0,1
3065,65,59836.69,17,5,0.413,2,approved,0.0,0
3066,46,50342.0,174,4,0.11,0,approved,1.0,1
3067,51,31038.79,83,1,0.137,2,approved,0.0,0
3068,33,23804.81,84,2,0.133,1,rejected,,1
3069,18,39661.24,151,3,0.482,1,approved,0.0,0
3070,22,32420.19,89,6,0.353,2,approved,0.0,0
3071,44,27195.0,92,4,0.547,1,rejected,,0
3072,63,35041.31,236,2,0.201,1,approved,1.0,1
3073,36,24944.65,22,4,0.06,0,rejected,,0
3074,54,93769.13,218,7,0.159,2,approved,0.0,0
3075,50,33699.48,95,2,0.142,1,rejected,,1
3076,26,71048.4,19,3,0.266,3,rejected,,0
3077,42,51577.26,145,3,0.128,1,approved,1.0,1
3078,34,90582.08,76,1,0.225,2,approved,0.0,0
3079,51,42257.77,110,5,0.124,1,approved,1.0,1
3080,65,20351.14,233,0,0.187,2,approved,1.0,1
3081,63,44073.88,131,2,0.201,1,approved,1.0,1
3082,69,64186.09,49,2,0.265,0,approved,1.0,1
3083,53,17877.09,228,7,0.178,1,approved,1.0,1
3084,48,43931.15,0,4,0.715,1,rejected,,0
3085,32,92606.12,201,10,0.186,6,approved,0.0,0
3086,28,53639.34,24,2,0.427,3,rejected,,0
3087,61,79115.4,226,2,0.104,1,approved,1.0,1
3088,18,33461.37,179,0,0.085,0,approved,1.0,1
3089,34,22063.4,88,2,0.336,1,approved,0.0,0
3090,24,41606.15,216,5,0.169,0,approved,0.0,0
3091,24,37404.26,47,3,0.022,2,approved,1.0,1
3092,66,57958.12,124,5,0.193,1,approved,0.0,0
3093,27,37829.45,223,4,0.423,0,approved,1.0,1
3094,60,26181.37,150,1,0.316,6,rejected,,0
3095,25,45913.83,95,2,0.325,0,approved,1.0,1
3096,32,54904.97,214,5,0.079,1,approved,1.0,1
3097,70,13118.52,177,3,0.342,0,approved,1.0,1
3098,46,17126.52,54,6,0.608,1,rejected,,0
3099,64,51060.18,178,3,0.603,3,rejected,,0
3100,26,66670.39,41,2,0.154,3,rejected,,0
3101,22,25041.19,48,3,0.112,1,rejected,,1
3102,24,12836.56,100,2,0.347,0,approved,1.0,1
3103,50,13881.55,50,2,0.201,2,rejected,,0
3104,19,35991.07,57,1,0.483,1,rejected,,0
3105,73,22194.11,116,1,0.434,0,approved,1.0,1
3106,46,63128.66,2,2,0.399,1,rejected,,0
3107,59,30325.86,85,5,0.466,2,rejected,,0
3108,58,24513.37,36,1,0.516,1,rejected,,0
3109,67,26481.9,41,5,0.233,3,rejected,,0
3110,21,18742.26,21,2,0.483,2,rejected,,0
3111,28,31685.64,94,5,0.149,1,approved,1.0,1
3112,41,40738.34,222,3,0.082,4,approved,1.0,1
3113,66,14081.21,147,1,0.163,1,rejected,,0
3114,50,49476.55,231,4,0.346,0,approved,1.0,1
3115,46,44992.57,192,5,0.173,0,approved,1.0,1
3116,42,27510.48,200,2,0.148,2,approved,1.0,1
3117,18,14203.18,33,2,0.367,2,rejected,,1
3118,20,31405.2,52,3,0.144,1,rejected,,1
3119,55,29823.56,65,1,0.167,2,rejected,,1
3120,38,29781.09,34,1,0.479,0,rejected,,0
3121,49,38028.77,219,3,0.146,1,approved,1.0,1
3122,52,63765.57,68,4,0.309,3,approved,0.0,0
3123,28,17965.86,185,3,0.439,2,approved,1.0,1
3124,29,18181.71,99,3,0.226,0,rejected,,1
3125,30,48959.81,62,5,0.465,0,rejected,,1
3126,54,52315.56,154,3,0.405,0,approved,1.0,1
3127,54,32471.79,183,5,0.396,2,approved,0.0,0
3128,44,25867.5,111,5,0.439,0,approved,0.0,0
3129,37,56769.63,204,5,0.461,0,approved,1.0,1
3130,56,37955.02,48,2,0.257,1,rejected,,0
3131,33,26691.58,39,3,0.427,1,rejected,,0
3132,47,24306.88,69,5,0.34,2,rejected,,0
3133,69,34506.25,31,3,0.326,2,rejected,,0
3134,18,49216.66,15,4,0.458,1,rejected,,1
3135,62,79948.36,83,4,0.186,3,rejected,,1
3136,74,41522.13,210,4,0.342,2,approved,1.0,1
3137,66,33496.96,50,2,0.216,4,rejected,,0
3138,55,24609.3,117,4,0.353,0,approved,1.0,1
3139,61,32180.15,142,5,0.298,0,approved,1.0,1
3140,19,21375.71,203,3,0.155,0,approved,1.0,1
3141,31,64844.66,140,0,0.037,0,approved,1.0,1
3142,36,22887.73,38,3,0.285,3,rejected,,1
3143,24,34188.66,154,3,0.642,1,rejected,,1
3144,29,48834.25,178,2,0.082,3,approved,1.0,1
3145,51,61126.09,35,2,0.363,0,approved,0.0,0
3146,47,25800.93,107,5,0.319,1,approved,0.0,0
3147,41,93330.67,80,7,0.37,2,approved,1.0,1
3148,47,9237.55,101,3,0.141,1,rejected,,1
3149,71,18615.55,80,1,0.456,0,approved,1.0,1
3150,38,26546.4,164,7,0.089,2,approved,0.0,0
3151,32,51961.41,168,3,0.18,1,approved,1.0,1
3152,57,34526.71,194,4,0.362,3,approved,0.0,0
3153,21,55085.38,22,6,0.16,1,approved,1.0,1
3154,67,30103.54,156,3,0.168,0,approved,1.0,1
3155,49,51232.93,35,0,0.269,3,rejected,,0
3156,34,53124.6,135,5,0.234,4,approved,0.0,0
3157,29,52926.09,234,3,0.4,0,approved,1.0,1
3158,23,54846.99,122,0,0.366,3,rejected,,0
3159,28,82055.89,235,3,0.244,1,approved,1.0,1
3160,74,24172.14,5,1,0.325,2,rejected,,1
3161,23,41741.53,216,1,0.085,2,approved,1.0,1
3162,65,13729.05,171,3,0.34,1,approved,0.0,0
3163,37,21721.2,178,4,0.24,1,approved,0.0,0
3164,34,95531.92,237,3,0.324,1,approved,1.0,1
3165,53,56570.4,116,5,0.277,1,approved,1.0,1
3166,52,50590.99,161,4,0.314,2,approved,1.0,1
3167,56,42601.08,143,2,0.402,3,approved,1.0,1
3168,22,32948.7,179,0,0.147,1,approved,0.0,0
3169,34,25207.22,62,3,0.315,1,rejected,,0
3170,72,45490.55,103,3,0.31,1,rejected,,1
3171,67,49522.51,197,2,0.584,2,approved,1.0,1
3172,34,11028.42,183,1,0.485,0,approved,0.0,0
3173,71,19566.83,92,2,0.239,0,approved,1.0,1
3174,33,44992.61,221,3,0.472,2,approved,1.0,1
3175,29,21427.85,88,3,0.022,2,approved,1.0,1
3176,30,32738.63,20,3,0.223,1,rejected,,0
3177,24,86860.23,228,2,0.064,0,approved,1.0,1
3178,31,72201.02,141,2,0.111,0,approved,1.0,1
3179,27,31821.41,208,4,0.192,3,approved,1.0,1
3180,69,22769.14,101,2,0.288,1,rejected,,1
3181,64,61371.04,123,3,0.269,1,approved,1.0,1
3182,32,87722.02,62,6,0.131,0,approved,0.0,0
3183,32,25007.07,63,3,0.202,1,rejected,,1
3184,42,54141.66,236,2,0.496,0,approved,1.0,1
3185,62,26268.49,61,4,0.248,0,approved,1.0,1
3186,47,25157.04,116,2,0.081,0,approved,1.0,1
3187,29,46605.71,213,6,0.473,2,approved,1.0,1
3188,62,45948.36,185,1,0.424,0,approved,1.0,1
3189,22,36242.98,72,2,0.16,1,approved,0.0,0
3190,73,24875.98,70,2,0.099,2,approved,0.0,0
3191,40,12803.86,34,6,0.1,0,approved,1.0,1
3192,69,157144.4,166,8,0.6,4,approved,1.0,1
3193,55,37259.5,130,3,0.357,1,approved,0.0,0
3194,47,52537.09,163,3,0.424,0,approved,0.0,0
3195,20,82944.58,178,2,0.475,2,approved,1.0,1
3196,58,27286.43,198,4,0.388,3,rejected,,1
3197,21,32389.88,26,4,0.12,3,rejected,,0
3198,32,28495.88,194,3,0.258,1,approved,1.0,1
3199,44,12983.62,170,4,0.195,0,approved,0.0,0
3200,49,21042.97,50,2,0.254,3,rejected,,0
3201,66,44092.34,62,3,0.078,1,approved,1.0,1
3202,28,33180.5,113,4,0.133,1,approved,1.0,1
3203,52,46524.94,155,1,0.136,1,approved,1.0,1
3204,24,33372.94,172,1,0.238,2,approved,0.0,0
3205,42,56011.32,50,0,0.199,1,approved,0.0,0
3206,22,30103.32,146,3,0.491,2,approved,0.0,0
3207,68,36736.96,45,3,0.579,1,rejected,,0
3208,63,72275.45,56,2,0.484,1,approved,1.0,1
3209,25,35245.48,73,0,0.254,3,rejected,,0
3210,35,105548.3,206,4,0.138,1,approved,1.0,1
3211,44,17500.79,79,3,0.266,2,rejected,,1
3212,71,23562.17,52,0,0.208,2,rejected,,0
3213,23,29213.13,146,2,0.158,1,approved,1.0,1
3214,58,33711.2,174,2,0.153,2,approved,1.0,1
3215,48,90585.92,51,3,0.081,2,approved,0.0,0
3216,52,62370.56,90,2,0.32,0,approved,0.0,0
3217,37,42298.3,121,4,0.214,0,approved,0.0,0
3218,37,42071.02,103,3,0.295,1,approved,0.0,0
3219,74,19063.58,105,3,0.267,0,approved,1.0,1
3220,40,40504.35,43,5,0.156,2,approved,1.0,1
3221,28,87203.4,111,2,0.133,0,approved,1.0,1
3222,64,25521.68,237,1,0.166,1,approved,1.0,1
3223,25,25050.23,61,3,0.21,5,rejected,,0
3224,49,38932.75,42,1,0.68,1,rejected,,0
3225,60,62504.23,109,2,0.551,1,rejected,,0
3226,56,85756.37,148,3,0.149,0,approved,1.0,1
3227,47,72217.01,237,5,0.147,3,approved,0.0,0
3228,48,29350.71,133,2,0.321,2,approved,1.0,1
3229,30,114642.29,136,3,0.243,1,approved,0.0,0
3230,70,21651.59,194,3,0.149,1,approved,1.0,1
3231,44,26375.62,71,3,0.595,2,rejected,,0
3232,44,43378.58,29,8,0.203,1,approved,1.0,1
3233,30,21334.01,213,2,0.32,1,approved,1.0,1
3234,62,50120.98,53,5,0.396,1,approved,0.0,0
3235,41,90077.99,28,3,0.582,1,approved,1.0,1
3236,55,40066.2,118,2,0.372,2,rejected,,0
3237,63,10496.74,42,3,0.354,0,rejected,,0
3238,61,35218.56,128,2,0.37,0,approved,1.0,1
3239,18,46887.25,144,5,0.517,1,approved,1.0,1
3240,40,38149.92,113,3,0.201,0,approved,1.0,1
3241,24,30337.72,85,5,0.173,2,approved,1.0,1
3242,37,36868.72,210,3,0.254,1,approved,1.0,1
3243,57,20057.69,3,1,0.175,2,rejected,,0
3244,41,38327.71,210,3,0.554,0,approved,1.0,1
3245,58,32299.16,50,4,0.479,2,rejected,,0
3246,20,26880.97,58,2,0.416,0,approved,1.0,1
3247,71,97247.36,191,2,0.158,0,approved,1.0,1
3248,21,26982.34,63,8,0.427,0,rejected,,0
3249,52,59553.05,147,5,0.162,1,approved,0.0,0
3250,67,51403.47,183,4,0.133,0,approved,1.0,1
3251,40,70715.78,101,3,0.219,4,approved,0.0,0
3252,58,9499.46,202,3,0.105,2,approved,1.0,1
3253,68,32958.6,221,1,0.212,1,approved,1.0,1
3254,67,19168.12,222,1,0.383,0,approved,1.0,1
3255,20,37950.44,181,1,0.191,0,approved,1.0,1
3256,44,39181.7,8,2,0.531,1,rejected,,1
3257,61,26912.23,65,1,0.18,0,rejected,,0
3258,37,95977.35,15,5,0.32,1,approved,1.0,1
3259,24,57844.15,88,2,0.121,1,approved,1.0,1
3260,29,27389.72,149,4,0.377,1,rejected,,0
3261,42,123271.5,217,4,0.162,1,approved,1.0,1
3262,18,27589.64,169,2,0.072,2,approved,1.0,1
3263,49,29620.95,10,4,0.182,0,rejected,,0
3264,18,67814.36,212,0,0.042,1,approved,1.0,1
3265,32,25725.81,220,3,0.153,1,approved,1.0,1
3266,65,37852.2,72,3,0.336,2,rejected,,1
3267,64,40423.76,122,4,0.29,1,approved,0.0,0
3268,19,78802.92,48,1,0.36,1,approved,0.0,0
3269,19,18211.64,29,7,0.151,3,rejected,,0
3270,25,30919.85,196,4,0.598,2,rejected,,0
3271,66,58154.25,84,2,0.072,2,approved,0.0,0
3272,73,31423.73,179,3,0.115,2,approved,1.0,1
3273,65,36308.45,194,2,0.315,3,approved,1.0,1
3274,23,51425.07,200,3,0.395,0,approved,1.0,1
3275,30,31532.2,204,1,0.211,1,approved,1.0,1
3276,24,28995.67,20,6,0.119,2,rejected,,0
3277,36,22160.86,132,3,0.652,0,rejected,,0
3278,67,54796.65,161,1,0.478,1,approved,1.0,1
3279,59,52578.09,119,5,0.308,0,approved,1.0,1
3280,66,32916.5,200,4,0.681,1,approved,1.0,1
3281,47,37286.59,132,0,0.104,3,rejected,,1
3282,54,20385.43,107,5,0.58,0,approved,1.0,1
3283,18,56479.38,193,2,0.115,1,approved,1.0,1
3284,47,27598.72,132,2,0.247,1,approved,1.0,1
3285,35,40481.77,37,3,0.274,0,rejected,,1
3286,19,46076.13,62,2,0.165,1,rejected,,1
3287,57,48734.41,124,9,0.18,2,approved,1.0,1
3288,20,137035.16,148,2,0.35,3,approved,1.0,1
3289,47,46593.88,19,2,0.247,1,rejected,,0
3290,24,16331.91,236,3,0.394,1,approved,1.0,1
3291,48,42214.24,146,2,0.331,1,approved,0.0,0
3292,65,51849.72,197,2,0.106,2,approved,1.0,1
3293,57,16949.5,90,2,0.3,2,rejected,,0
3294,49,26668.74,195,1,0.354,0,approved,1.0,1
3295,63,38949.27,184,2,0.447,0,approved,1.0,1
3296,61,48364.98,231,1,0.224,0,approved,1.0,1
3297,32,24679.48,123,5,0.314,1,approved,1.0,1
3298,53,38756.92,52,3,0.215,2,approved,1.0,1
3299,34,41392.72,93,2,0.19,1,approved,1.0,1
3300,30,58380.45,234,6,0.329,4,approved,1.0,1
3301,71,72031.24,136,2,0.202,0,approved,1.0,1
3302,52,39381.32,149,1,0.053,0,approved,1.0,1
3303,35,71788.35,206,3,0.634,1,approved,1.0,1
3304,22,27771.44,52,4,0.235,0,approved,1.0,1
3305,20,28553.99,43,0,0.41,2,rejected,,0
3306,33,35119.62,59,1,0.135,1,rejected,,0
3307,55,21704.93,175,3,0.302,0,approved,1.0,1
3308,59,32842.95,66,6,0.213,2,approved,0.0,0
3309,45,40875.38,160,2,0.506,0,approved,1.0,1
3310,36,63141.91,131,4,0.439,2,approved,0.0,0
3311,54,42557.41,164,2,0.249,1,approved,1.0,1
3312,40,48760.4,201,3,0.36,1,approved,1.0,1
3313,61,50250.95,24,2,0.428,0,rejected,,0
3314,35,17260.72,140,1,0.21,0,approved,1.0,1
3315,23,34735.47,49,4,0.198,0,rejected,,0
3316,58,57368.7,97,1,0.119,2,approved,0.0,0
3317,30,52628.94,128,1,0.085,1,approved,1.0,1
3318,74,55701.99,147,5,0.244,2,approved,1.0,1
3319,51,38813.18,113,3,0.539,1,approved,0.0,0
3320,64,48611.68,90,1,0.159,1,approved,1.0,1
3321,49,31943.57,177,5,0.246,1,approved,1.0,1
3322,19,11207.38,21,5,0.607,0,rejected,,0
3323,73,58938.3,33,3,0.298,0,approved,1.0,1
3324,37,56597.0,23,4,0.246,0,approved,1.0,1
3325,22,22347.16,174,6,0.438,1,approved,1.0,1
3326,56,31404.4,41,4,0.4,1,rejected,,0
3327,50,23349.24,129,2,0.356,4,rejected,,0
3328,45,68804.27,155,4,0.265,1,approved,1.0,1
3329,30,21972.3,236,3,0.235,1,approved,1.0,1
3330,24,53307.57,41,0,0.097,3,rejected,,0
3331,31,24470.07,29,2,0.161,1,approved,1.0,1
3332,70,87676.58,60,6,0.567,0,approved,1.0,1
3333,50,53587.91,88,3,0.189,1,approved,1.0,1
3334,24,40181.44,121,7,0.493,3,rejected,,0
3335,20,20098.17,124,0,0.316,2,rejected,,1
3336,52,71950.63,19,3,0.621,0,rejected,,0
3337,52,37287.17,39,0,0.138,1,approved,1.0,1
3338,71,17428.8,175,0,0.404,2,approved,0.0,0
3339,60,38360.99,51,2,0.587,1,rejected,,0
3340,30,55335.75,113,0,0.4,0,approved,1.0,1
3341,29,51860.08,231,2,0.452,1,approved,1.0,1
3342,25,49521.28,66,1,0.098,1,approved,1.0,1
3343,41,47466.07,224,2,0.364,0,approved,1.0,1
3344,31,39856.17,192,4,0.315,2,approved,1.0,1
3345,55,58403.73,112,4,0.145,1,approved,1.0,1
3346,63,26181.68,200,4,0.711,1,approved,0.0,0
3347,19,16909.12,146,3,0.134,2,rejected,,1
3348,62,32965.05,28,7,0.204,4,rejected,,1
3349,69,35756.6,82,4,0.608,0,rejected,,0
3350,72,21292.71,220,4,0.543,0,approved,1.0,1
3351,66,32023.38,119,5,0.197,1,approved,1.0,1
3352,73,13984.16,98,6,0.286,1,rejected,,0
3353,49,27319.34,130,1,0.385,1,approved,1.0,1
3354,32,53927.85,185,4,0.392,1,approved,1.0,1
3355,74,21032.7,8,3,0.079,0,approved,1.0,1
3356,32,29618.69,200,0,0.481,1,approved,0.0,0
3357,71,52139.45,87,1,0.289,1,approved,0.0,0
3358,66,75328.07,89,3,0.298,0,approved,0.0,0
3359,18,46665.89,21,2,0.39,1,rejected,,1
3360,32,15259.08,237,4,0.356,1,approved,1.0,1
3361,29,33452.02,197,5,0.449,2,approved,0.0,0
3362,65,68379.72,78,3,0.366,2,approved,0.0,0
3363,50,27572.11,237,1,0.319,2,approved,0.0,0
3364,50,48540.48,102,3,0.142,2,approved,1.0,1
3365,30,43416.08,36,2,0.291,3,rejected,,0
3366,47,14921.9,63,3,0.141,1,approved,0.0,0
3367,60,26912.19,142,2,0.084,0,rejected,,1
3368,66,22455.03,41,2,0.248,3,rejected,,1
3369,52,34180.8,228,0,0.134,1,approved,1.0,1
3370,50,50448.95,124,3,0.624,1,rejected,,0
3371,66,35851.44,92,6,0.308,2,rejected,,0
3372,62,58357.4,19,5,0.592,3,rejected,,0
3373,39,17372.83,194,2,0.735,1,approved,0.0,0
3374,66,22913.8,130,1,0.698,0,approved,1.0,1
3375,27,35196.04,12,4,0.764,0,rejected,,0
3376,32,60851.15,164,2,0.191,0,approved,1.0,1
3377,42,26195.98,161,5,0.1,1,approved,1.0,1
3378,70,51189.97,66,4,0.441,0,approved,1.0,1
3379,62,18723.6,119,7,0.422,2,rejected,,0
3380,40,60093.2,141,2,0.265,0,approved,1.0,1
3381,69,109908.46,3,0,0.403,2,approved,1.0,1
3382,41,35061.53,205,5,0.158,0,approved,1.0,1
3383,29,43995.64,105,1,0.529,2,rejected,,0
3384,69,75289.65,205,3,0.188,0,approved,1.0,1
3385,69,71763.51,201,3,0.355,3,approved,1.0,1
3386,41,44260.26,164,4,0.464,2,approved,0.0,0
3387,18,141935.08,156,3,0.338,0,approved,1.0,1
3388,32,54080.17,17,6,0.453,1,rejected,,1
3389,62,41797.09,29,5,0.145,4,rejected,,0
3390,55,49742.65,98,1,0.348,1,approved,1.0,1
3391,65,44151.96,134,2,0.226,1,approved,1.0,1
3392,63,41767.51,230,1,0.486,0,approved,1.0,1
3393,39,35134.02,174,2,0.147,1,rejected,,1
3394,24,97479.11,149,5,0.147,1,approved,1.0,1
3395,72,38943.17,172,7,0.316,0,approved,1.0,1
3396,19,43042.5,188,3,0.235,0,approved,1.0,1
3397,65,32789.72,3,12,0.177,2,rejected,,1
3398,37,44012.24,209,5,0.43,1,approved,0.0,0
3399,39,33716.56,6,2,0.255,0,rejected,,0
3400,53,49366.74,173,3,0.172,0,approved,1.0,1
3401,24,33976.77,107,3,0.1,1,approved,1.0,1
3402,32,31563.11,179,2,0.228,1,approved,1.0,1
3403,52,24664.3,224,6,0.111,1,approved,1.0,1
3404,24,38460.33,148,6,0.65,2,approved,0.0,0
3405,58,24187.78,142,1,0.427,0,approved,1.0,1
3406,21,54876.01,153,2,0.242,0,approved,1.0,1
3407,63,32736.98,155,3,0.242,0,approved,0.0,0
3408,71,28756.46,206,4,0.219,3,approved,1.0,1
3409,56,46454.9,207,5,0.17,2,approved,1.0,1
3410,28,55186.53,128,0,0.331,1,approved,0.0,0
3411,20,38127.34,39,3,0.137,1,rejected,,0
3412,26,13424.44,118,8,0.129,3,approved,1.0,1
3413,44,25321.19,149,3,0.351,1,approved,1.0,1
3414,36,24613.8,125,4,0.173,4,approved,0.0,0
3415,52,29393.95,23,1,0.174,2,rejected,,0
3416,53,36815.25,203,5,0.258,0,approved,0.0,0
3417,25,46286.83,1,2,0.186,2,rejected,,0
3418,72,35219.04,50,6,0.33,1,approved,1.0,1
3419,45,46751.64,191,2,0.159,3,approved,0.0,0
3420,73,57626.82,22,3,0.016,1,approved,1.0,1
3421,50,41792.64,91,2,0.329,0,approved,1.0,1
3422,60,72866.78,54,7,0.047,1,rejected,,1
3423,46,51403.46,25,7,0.088,1,rejected,,0
3424,54,20043.8,98,0,0.406,1,approved,1.0,1
3425,23,79286.72,147,4,0.219,0,approved,1.0,1
3426,42,87869.15,167,1,0.531,0,approved,1.0,1
3427,26,38675.02,56,4,0.388,1,rejected,,0
3428,54,93341.18,47,2,0.422,1,approved,0.0,0
3429,41,21323.17,221,4,0.184,2,approved,0.0,0
3430,26,53081.03,146,3,0.075,1,approved,1.0,1
3431,63,25763.75,103,3,0.438,0,approved,0.0,0
3432,25,37601.75,176,0,0.319,1,rejected,,1
3433,41,21432.51,181,3,0.241,2,approved,0.0,0
3434,43,45291.64,197,1,0.328,1,approved,1.0,1
3435,47,25270.81,32,2,0.401,0,rejected,,0
3436,29,73444.23,184,5,0.244,1,approved,1.0,1
3437,70,26183.96,180,2,0.067,0,approved,1.0,1
3438,25,51788.56,50,4,0.065,1,rejected,,1
3439,62,23423.08,130,1,0.36,0,approved,1.0,1
3440,53,22651.7,196,3,0.355,3,approved,1.0,1
3441,50,41390.06,222,2,0.09,1,approved,1.0,1
3442,34,82577.58,116,5,0.205,1,approved,1.0,1
3443,39,45722.99,71,0,0.127,0,approved,0.0,0
3444,45,33759.8,81,4,0.555,1,approved,0.0,0
3445,54,28705.35,149,4,0.058,0,approved,1.0,1
3446,46,87334.87,30,2,0.141,0,approved,1.0,1
3447,26,21039.35,15,7,0.268,1,rejected,,0
3448,28,40328.87,121,3,0.214,0,approved,0.0,0
3449,64,94450.53,239,1,0.244,1,approved,1.0,1
3450,18,21590.74,226,3,0.59,1,approved,0.0,0
3451,45,46174.55,95,2,0.028,1,rejected,,1
3452,30,24069.45,35,1,0.593,1,rejected,,0
3453,19,49390.89,147,1,0.197,2,approved,0.0,0
3454,44,77267.47,31,2,0.488,0,rejected,,1
3455,45,139761.07,105,1,0.702,2,approved,0.0,0
3456,40,73663.48,220,2,0.311,1,approved,0.0,0
3457,69,46205.03,164,1,0.205,0,approved,0.0,0
3458,55,34190.35,182,2,0.462,2,approved,0.0,0
3459,43,26822.91,199,4,0.293,1,approved,1.0,1
3460,58,17454.39,66,3,0.338,2,rejected,,0
3461,24,70285.13,10,3,0.046,0,approved,1.0,1
3462,69,13659.78,170,3,0.292,1,approved,1.0,1
3463,47,57721.29,164,3,0.135,0,approved,1.0,1
3464,32,43100.09,32,3,0.267,1,approved,1.0,1
3465,36,94194.01,209,2,0.251,0,approved,1.0,1
3466,66,34594.75,101,2,0.31,0,approved,1.0,1
3467,30,60592.21,154,2,0.145,1,approved,1.0,1
3468,43,67185.55,132,5,0.347,1,approved,1.0,1
3469,70,53011.0,239,6,0.133,0,approved,1.0,1
3470,28,35194.41,143,1,0.303,0,approved,1.0,1
3471,51,39595.03,84,3,0.353,1,rejected,,1
3472,50,16630.37,177,1,0.354,2,rejected,,0
3473,52,51492.63,82,3,0.445,2,rejected,,0
3474,52,49186.55,221,7,0.389,2,approved,0.0,0
3475,29,24472.55,136,5,0.517,4,rejected,,0
3476,24,44872.25,71,1,0.067,2,approved,1.0,1
3477,26,57725.71,64,3,0.224,1,approved,1.0,1
3478,37,41153.88,28,1,0.364,2,rejected,,0
3479,60,15835.06,110,4,0.049,1,approved,1.0,1
3480,41,86581.25,64,4,0.506,3,rejected,,0
3481,49,32515.71,202,5,0.654,1,approved,1.0,1
3482,35,45006.37,218,3,0.315,2,approved,1.0,1
3483,34,17763.25,216,1,0.087,1,approved,1.0,1
3484,57,18069.27,100,2,0.084,0,approved,1.0,1
3485,49,30464.25,188,0,0.191,2,approved,1.0,1
3486,25,33480.42,186,3,0.118,1,approved,0.0,0
3487,22,34493.97,233,3,0.576,1,approved,0.0,0
3488,44,32350.44,21,5,0.478,0,rejected,,0
3489,27,52364.57,188,2,0.332,2,approved,0.0,0
3490,18,47730.72,102,4,0.486,0,approved,0.0,0
3491,53,76150.11,43,2,0.334,0,approved,1.0,1
3492,34,51728.6,50,2,0.162,0,approved,0.0,0
3493,40,30858.35,180,3,0.337,3,approved,0.0,0
3494,73,46485.71,79,6,0.306,2,rejected,,0
3495,46,60243.08,223,1,0.598,0,approved,1.0,1
3496,23,111234.65,30,0,0.322,2,approved,1.0,1
3497,43,29312.02,26,1,0.056,3,rejected,,0
3498,61,57793.61,225,1,0.516,1,approved,1.0,1
3499,69,29483.47,96,4,0.263,3,rejected,,0
3500,44,48972.68,15,2,0.357,0,rejected,,0
3501,66,23184.72,39,1,0.269,1,rejected,,0
3502,31,61646.77,221,4,0.373,2,approved,1.0,1
3503,73,30781.34,137,1,0.267,0,approved,1.0,1
3504,54,33598.92,27,3,0.139,2,rejected,,0
3505,58,95828.95,56,4,0.34,1,approved,0.0,0
3506,61,61471.31,208,2,0.182,1,approved,1.0,1
3507,64,16020.09,107,4,0.203,0,rejected,,0
3508,26,26929.08,14,2,0.276,0,rejected,,0
3509,72,38655.26,84,5,0.683,2,rejected,,0
3510,66,37722.12,87,1,0.304,1,approved,0.0,0
3511,33,29532.12,205,3,0.319,0,approved,1.0,1
3512,32,36315.38,195,1,0.235,0,approved,0.0,0
3513,24,48206.31,123,3,0.155,1,approved,1.0,1
3514,62,83605.8,0,0,0.23,3,rejected,,1
3515,40,21709.92,131,2,0.051,1,approved,1.0,1
3516,20,32063.68,12,2,0.574,0,rejected,,0
3517,46,60962.85,68,2,0.211,0,approved,1.0,1
3518,33,80737.57,43,0,0.285,3,approved,0.0,0
3519,72,57260.29,139,4,0.449,1,approved,0.0,0
3520,49,17055.46,49,0,0.283,3,rejected,,0
3521,25,27994.79,122,2,0.173,1,approved,1.0,1
3522,67,20967.71,91,3,0.025,0,approved,1.0,1
